,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,IDList,6_Month,12_Month,24_Month,Lifetime
20792,5061653,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16859,-1659,1,1,1,0,Drivers,2.0,"[5061653, 5061654]",0.0,1.0,1.0,1.0
20794,5061655,F,N,N,0,252000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22765,365243,1,0,0,0,Null,1.0,"[5061655, 5061656, 5061657, 5061658, 5061659, 5061660, 5061661, 5061662, 5061663, 5061664, 5061665, 5061666]",0.0,0.0,0.0,0.0
20806,5061667,F,Y,Y,0,279000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21177,365243,1,0,0,0,Null,2.0,"[5061667, 5061668, 5061669, 5061670, 5061671, 5061672, 5061673]",0.0,0.0,0.0,0.0
20813,5061676,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-11822,-4246,1,0,0,0,Null,2.0,"[5061676, 5061677, 5061678, 5061679, 5061680, 5061681, 5061682, 5061683, 5061684, 5061685, 5061687]",0.0,1.0,1.0,1.0
20824,5061688,F,N,Y,1,67500.0,Commercial associate,Higher education,Married,House / apartment,-9122,-1567,1,0,0,1,Waiters/barmen staff,3.0,"[5061688, 5061689, 5061690, 5061692, 5061691]",0.0,1.0,1.0,1.0
20828,5061693,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19666,365243,1,0,0,0,Null,2.0,[5061693],0.0,0.0,1.0,1.0
20829,5061694,M,N,Y,0,157500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-13463,-1993,1,0,0,0,Security staff,1.0,"[5061694, 5061695, 5061696, 5061697]",0.0,0.0,0.0,0.0
20833,5061698,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17840,-1993,1,0,1,1,High skill tech staff,2.0,"[5061698, 5061699, 5061700, 5061701, 5061702, 5061703, 5061704, 5061705, 5061706, 5061707]",0.0,0.0,0.0,0.0
20843,5061712,F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,-24295,365243,1,0,0,0,Null,1.0,"[5061712, 5061713, 5061714, 5061715, 5061716, 5061718, 5061719, 5061720, 5061721, 5061722, 5061723, 5061724, 5061725, 5061726]",1.0,1.0,1.0,1.0
20857,5061727,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23929,365243,1,0,1,0,Null,1.0,"[5061727, 5061728, 5061729, 5061730, 5061731, 5061732, 5061733, 5061738, 5061739, 5061740, 5061741, 5061742, 5061743, 5061744, 5061745, 5061746, 5061747, 5061748, 5061749]",1.0,1.0,1.0,1.0
20876,5061753,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23035,365243,1,0,1,0,Null,2.0,[5061753],0.0,0.0,0.0,0.0
20877,5061755,F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,-11262,-563,1,0,0,1,Accountants,3.0,"[5061755, 5061758, 5061759, 5061761, 5061762]",0.0,1.0,1.0,1.0
20882,5061766,M,N,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-22085,-2785,1,0,0,0,Security staff,2.0,"[5061766, 5061767, 5061768, 5061769, 5061770]",0.0,1.0,1.0,1.0
20887,5061773,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21049,365243,1,0,0,0,Null,1.0,"[5061773, 5061774, 5061778, 5061780, 5061781, 5061782, 5061783]",0.0,0.0,0.0,0.0
20894,5061784,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14185,-958,1,0,1,1,Laborers,3.0,"[5061784, 5061785, 5061786, 5061787, 5061788]",1.0,1.0,1.0,1.0
20899,5061789,F,N,N,0,113400.0,Pensioner,Higher education,Married,House / apartment,-20219,365243,1,0,0,0,Null,2.0,"[5061789, 5061790, 5061791, 5061792]",0.0,0.0,0.0,0.0
20903,5061793,M,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10594,-2116,1,0,0,1,Security staff,1.0,"[5061793, 5061794, 5061795]",0.0,1.0,1.0,1.0
20906,5061796,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-20924,-1050,1,0,0,0,Cleaning staff,1.0,"[5061796, 5061797, 5061798, 5061799, 5061800, 5061801, 5061802, 5061803, 5061804, 5061807, 5061808, 5061809, 5061810]",0.0,0.0,0.0,0.0
20919,5061811,F,N,Y,0,112500.0,Working,Incomplete higher,Single / not married,Rented apartment,-8347,-1598,1,0,0,0,Laborers,1.0,"[5061811, 5061812, 5061813, 5061814, 5061815, 5061816, 5061817, 5061818, 5061819, 5061820, 5061821, 5061822, 5061823, 5061824, 5061825]",1.0,1.0,1.0,1.0
20934,5061828,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22616,365243,1,0,0,0,Null,2.0,"[5061828, 5061829, 5061830, 5061831, 5061832]",0.0,0.0,0.0,0.0
20939,5061835,M,Y,Y,0,180000.0,State servant,Lower secondary,Married,House / apartment,-16352,-3972,1,1,1,0,Laborers,2.0,[5061835],0.0,0.0,0.0,0.0
20940,5061837,F,Y,Y,0,225000.0,Working,Higher education,Separated,Rented apartment,-11031,-137,1,1,0,0,Null,1.0,"[5061837, 5061838, 5061839, 5061840, 5061841]",0.0,0.0,0.0,0.0
20945,5061842,M,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21438,-471,1,1,1,0,Drivers,2.0,[5061842],0.0,0.0,0.0,0.0
20946,5061843,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19654,-1751,1,0,1,0,Null,2.0,"[5061843, 5061844, 5061845, 5061846, 5061847, 5061848, 5061849]",1.0,1.0,1.0,1.0
20953,5061850,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12590,-928,1,0,0,0,High skill tech staff,3.0,[5061850],0.0,0.0,0.0,0.0
20954,5061851,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-13202,-137,1,0,0,0,Null,3.0,[5061851],0.0,0.0,0.0,0.0
20955,5061854,F,N,Y,0,189000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20147,365243,1,0,0,0,Null,2.0,"[5061854, 5061855]",0.0,0.0,0.0,0.0
20957,5061856,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8955,-1171,1,1,0,0,Sales staff,1.0,"[5061856, 5061857, 5061858, 5061859]",0.0,0.0,0.0,0.0
20961,5061860,M,N,N,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,-11265,-1628,1,0,0,0,Core staff,2.0,[5061860],0.0,0.0,0.0,0.0
20962,5061861,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10436,-1020,1,0,0,0,Laborers,3.0,"[5061861, 5061862]",1.0,1.0,1.0,1.0
20964,5061865,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18443,365243,1,0,0,0,Null,2.0,"[5061865, 5061866, 5061867, 5061868]",1.0,1.0,1.0,1.0
20968,5061870,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11264,-563,1,1,0,1,Drivers,1.0,"[5061870, 5061871, 5061872]",0.0,0.0,0.0,0.0
20971,5061873,F,Y,Y,1,171000.0,Commercial associate,Incomplete higher,Married,House / apartment,-11095,-1993,1,0,0,1,Null,3.0,"[5061873, 5061874, 5061875, 5061876, 5061877, 5061878]",0.0,0.0,0.0,0.0
20977,5061879,F,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,-18942,-4854,1,1,0,0,Sales staff,2.0,"[5061879, 5061880, 5061881, 5061882, 5061883, 5061884, 5061885, 5061887, 5061888, 5061889, 5061890, 5061891, 5061892, 5061893]",0.0,0.0,0.0,0.0
20991,5061896,M,N,Y,1,292500.0,State servant,Higher education,Married,House / apartment,-16833,-3515,1,0,0,1,Core staff,3.0,"[5061896, 5061897, 5061898, 5061899, 5061900, 5061901]",0.0,1.0,1.0,1.0
20997,5061906,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16940,-563,1,0,0,0,Laborers,2.0,"[5061906, 5061907, 5061908, 5061909, 5061910, 5061911, 5061912]",0.0,1.0,1.0,1.0
21004,5061913,F,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22898,365243,1,0,0,1,Null,1.0,"[5061913, 5061914]",0.0,0.0,0.0,0.0
21006,5061916,M,Y,Y,0,63000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24000,365243,1,0,0,0,Null,2.0,"[5061916, 5061917, 5061918, 5061919, 5061920, 5061921, 5061922, 5061923]",0.0,0.0,0.0,0.0
21014,5061925,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20544,365243,1,0,0,0,Null,2.0,"[5061925, 5061926, 5061927, 5061928, 5061929, 5061930, 5061933, 5061934, 5061935]",1.0,1.0,1.0,1.0
21023,5061939,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-15608,-2755,1,0,0,0,Laborers,3.0,"[5061939, 5061940, 5061941, 5061942]",0.0,0.0,0.0,1.0
21027,5061943,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23183,365243,1,0,1,0,Null,1.0,"[5061943, 5061944, 5061945, 5061946]",0.0,0.0,0.0,1.0
21031,5061948,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13561,-1294,1,1,1,0,Laborers,2.0,"[5061948, 5061949]",0.0,0.0,0.0,0.0
21033,5061950,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12099,-1567,1,0,0,0,Laborers,1.0,"[5061950, 5061951, 5061952, 5061953, 5061954]",0.0,0.0,0.0,0.0
21038,5061955,F,N,N,0,90000.0,State servant,Higher education,Married,Rented apartment,-15859,-1536,1,0,0,0,Core staff,2.0,"[5061955, 5061956, 5061957, 5061958, 5061959, 5061960]",0.0,0.0,0.0,0.0
21044,5061961,F,N,N,0,162000.0,Commercial associate,Higher education,Married,Rented apartment,-9106,-532,1,0,0,1,Accountants,2.0,"[5061961, 5061962, 5061963]",1.0,1.0,1.0,1.0
21047,5061965,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22897,-1812,1,0,0,0,Managers,2.0,"[5061965, 5061966, 5061967, 5061968, 5061970, 5061972]",0.0,0.0,0.0,0.0
21053,5061973,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13299,-1628,1,0,0,0,Laborers,2.0,"[5061973, 5061974, 5061975, 5061976, 5061977, 5061978, 5061979, 5061980, 5061981, 5061982, 5061983, 5061984, 5061985, 5061986, 5061987, 5061988, 5061989, 5061990]",0.0,0.0,0.0,0.0
21071,5061991,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-9046,-1202,1,1,1,1,Null,1.0,"[5061991, 5061992, 5061993, 5061994, 5061995, 5061996, 5061997, 5061998]",1.0,1.0,1.0,1.0
21079,5061999,M,N,Y,0,216000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14298,-2207,1,0,0,0,Core staff,1.0,"[5061999, 5062000, 5062001]",0.0,1.0,1.0,1.0
21082,5062005,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21663,365243,1,0,0,1,Null,2.0,"[5062005, 5062006, 5062007, 5062008]",0.0,0.0,1.0,1.0
21086,5062011,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11342,-2389,1,0,0,0,Null,1.0,"[5062011, 5062016, 5062017, 5062019, 5062020]",1.0,1.0,1.0,1.0
21091,5062023,F,N,Y,0,139500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20514,-5707,1,0,1,0,Null,2.0,"[5062023, 5062024, 5062025, 5062026, 5062027]",0.0,0.0,0.0,0.0
21096,5062029,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-16767,-6195,1,0,0,0,Accountants,2.0,"[5062029, 5062030]",0.0,0.0,0.0,0.0
21098,5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-9688,-593,1,0,1,1,Null,1.0,"[5062031, 5062032, 5062033, 5062034, 5062035]",0.0,0.0,0.0,0.0
21103,5062037,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20121,365243,1,0,0,0,Null,2.0,"[5062037, 5062038, 5062039, 5062040, 5062041, 5062042]",1.0,1.0,1.0,1.0
21109,5062043,F,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,With parents,-14805,-1812,1,0,1,0,Sales staff,1.0,"[5062043, 5062044]",1.0,1.0,1.0,1.0
21111,5062045,F,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-18794,-1842,1,0,1,0,Cleaning staff,2.0,"[5062045, 5062046, 5062051, 5062052, 5062056, 5062057, 5062058, 5062059, 5062060]",0.0,0.0,0.0,0.0
21120,5062062,F,N,Y,1,157500.0,Working,Secondary / secondary special,Widow,House / apartment,-17985,-1812,1,0,0,0,Sales staff,2.0,[5062062],0.0,0.0,0.0,0.0
21121,5062063,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12847,-1111,1,1,1,0,Sales staff,3.0,"[5062063, 5062064, 5062065, 5062066]",0.0,0.0,0.0,0.0
21125,5062067,F,N,Y,0,92250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23105,365243,1,0,0,0,Null,1.0,"[5062067, 5062068]",0.0,0.0,0.0,0.0
21127,5062069,M,Y,Y,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24577,365243,1,0,0,0,Null,2.0,[5062069],0.0,0.0,0.0,0.0
21128,5062071,M,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12715,-5707,1,1,1,0,Null,2.0,"[5062071, 5062072, 5062073]",0.0,0.0,0.0,0.0
21131,5062074,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17758,-2054,1,0,0,0,Laborers,2.0,[5062074],0.0,0.0,0.0,0.0
21132,5062075,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21392,365243,1,0,0,0,Null,2.0,[5062075],0.0,0.0,0.0,0.0
21133,5062077,M,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-13495,-259,1,0,0,0,Sales staff,2.0,"[5062077, 5062078]",0.0,0.0,0.0,0.0
21135,5062079,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10535,-3819,1,1,1,0,Laborers,2.0,"[5062079, 5062080, 5062081, 5062082, 5062083, 5062084]",1.0,1.0,1.0,1.0
21141,5062085,M,N,Y,0,234000.0,Commercial associate,Higher education,Married,House / apartment,-14064,-1111,1,1,1,0,Sales staff,2.0,[5062085],0.0,0.0,0.0,0.0
21142,5062086,M,N,Y,0,607500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19435,-1416,1,0,0,1,Managers,2.0,"[5062086, 5062087, 5062088, 5062089, 5062090, 5062091]",0.0,0.0,0.0,0.0
21148,5062092,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10171,-1812,1,1,1,0,High skill tech staff,1.0,"[5062092, 5062093, 5062094, 5062095]",0.0,0.0,0.0,0.0
21152,5062096,M,Y,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-19011,-3273,1,0,0,0,Drivers,2.0,[5062096],0.0,0.0,0.0,0.0
21153,5062098,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19008,-3607,1,0,0,0,Managers,2.0,"[5062098, 5062100, 5062102, 5062103, 5062104, 5062105, 5062106, 5062107]",1.0,1.0,1.0,1.0
21161,5062110,M,Y,Y,2,139500.0,Working,Secondary / secondary special,Married,House / apartment,-11736,-1171,1,0,0,0,Null,4.0,"[5062110, 5062111, 5062112]",1.0,1.0,1.0,1.0
21164,5062113,M,Y,Y,0,310500.0,Working,Secondary / secondary special,Married,House / apartment,-17067,-1720,1,0,1,1,High skill tech staff,2.0,"[5062113, 5062114, 5062115, 5062116, 5062117]",0.0,0.0,0.0,0.0
21169,5062119,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,With parents,-19523,-259,1,0,0,0,Null,1.0,"[5062119, 5062120, 5062121, 5062122, 5062123, 5062124]",1.0,1.0,1.0,1.0
21175,5062125,F,N,Y,1,67500.0,Working,Secondary / secondary special,Married,Rented apartment,-14575,-2146,1,0,0,1,Laborers,3.0,"[5062125, 5062126, 5062127]",0.0,0.0,0.0,0.0
21178,5062128,F,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,-10585,-3880,1,0,1,1,Core staff,2.0,"[5062128, 5062129, 5062130]",1.0,1.0,1.0,1.0
21181,5062131,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22129,365243,1,0,0,0,Null,2.0,"[5062131, 5062132]",0.0,0.0,0.0,0.0
21183,5062137,M,N,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12947,-137,1,0,0,0,Laborers,2.0,[5062137],1.0,1.0,1.0,1.0
21184,5062138,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-12593,-3942,1,1,1,0,Core staff,2.0,"[5062138, 5062139]",0.0,0.0,0.0,0.0
21186,5062140,M,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11383,-777,1,1,0,0,Null,3.0,"[5062140, 5062141, 5062142, 5062143, 5062144]",0.0,0.0,1.0,1.0
21191,5062145,M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12612,-2877,1,0,1,0,Null,3.0,"[5062145, 5062146]",0.0,0.0,0.0,0.0
21193,5062149,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-14237,-958,1,0,0,1,Sales staff,2.0,"[5062149, 5062150, 5062151]",1.0,1.0,1.0,1.0
21196,5062153,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13389,-958,1,0,0,0,Laborers,2.0,"[5062153, 5062154, 5062155]",1.0,1.0,1.0,1.0
21199,5062156,F,N,Y,0,166500.0,Commercial associate,Higher education,Widow,House / apartment,-20422,-2328,1,0,0,0,Cleaning staff,1.0,"[5062156, 5062157, 5062159, 5062160, 5062161, 5062162]",0.0,0.0,0.0,0.0
21205,5062163,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24324,365243,1,0,0,0,Null,1.0,"[5062163, 5062165, 5062166, 5062167, 5062168, 5062169, 5062170, 5062171]",1.0,1.0,1.0,1.0
21213,5062173,F,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15362,-897,1,0,0,0,Sales staff,4.0,"[5062173, 5062174, 5062175, 5062176, 5062177, 5062178]",1.0,1.0,1.0,1.0
21219,5062181,F,Y,Y,2,144000.0,Working,Higher education,Married,House / apartment,-14291,-532,1,0,0,1,Accountants,4.0,"[5062181, 5062182, 5062183, 5062184, 5062185, 5062186, 5062187, 5062188, 5062189, 5062190]",0.0,0.0,0.0,0.0
21229,5062195,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-17472,-1202,1,1,1,0,Null,2.0,"[5062195, 5062197, 5062198, 5062199, 5062201, 5062205, 5062206, 5062208, 5062209, 5062210, 5062211]",0.0,0.0,0.0,0.0
21240,5062212,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,-13283,-1324,1,0,0,0,Accountants,4.0,"[5062212, 5062213, 5062214, 5062215, 5062217, 5062218, 5062219]",1.0,1.0,1.0,1.0
21247,5062220,F,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15726,-106,1,0,1,0,Medicine staff,4.0,[5062220],0.0,0.0,0.0,0.0
21248,5062221,M,N,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-12319,-1689,1,0,0,0,Null,1.0,"[5062221, 5062222, 5062223, 5062224]",0.0,0.0,0.0,0.0
21252,5062225,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-11206,-716,1,0,1,0,Cooking staff,3.0,"[5062225, 5062226, 5062227]",1.0,1.0,1.0,1.0
21255,5062232,F,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,"[5062232, 5062233, 5062234, 5062236, 5062237, 5062240, 5062241, 5062242, 5062243, 5062244, 5062245, 5062246, 5062247, 5062248, 5062249, 5062250, 5062251, 5062252]",1.0,1.0,1.0,1.0
21273,5062254,F,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15128,-1628,1,0,0,1,Private service staff,3.0,[5062254],0.0,0.0,0.0,0.0
21274,5062255,M,N,Y,0,135000.0,Commercial associate,Higher education,Separated,House / apartment,-21004,-2908,1,0,0,0,Null,1.0,"[5062255, 5062256, 5062257]",0.0,0.0,0.0,0.0
21277,5062259,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21027,365243,1,0,0,0,Null,2.0,"[5062259, 5062260]",0.0,0.0,0.0,0.0
21279,5062265,F,N,N,0,90000.0,Working,Higher education,Married,House / apartment,-19828,-5525,1,0,1,0,Null,2.0,"[5062265, 5062266, 5062267, 5062268]",0.0,0.0,0.0,0.0
21283,5062270,F,N,Y,0,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,-11958,-2816,1,0,0,0,Medicine staff,1.0,"[5062270, 5062271, 5062272, 5062273]",0.0,0.0,1.0,1.0
21287,5062274,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16100,-4124,1,0,0,0,Security staff,1.0,[5062274],0.0,0.0,0.0,0.0
21288,5062278,F,Y,Y,0,189000.0,Pensioner,Higher education,Separated,House / apartment,-24066,365243,1,0,0,0,Null,1.0,[5062278],0.0,0.0,0.0,0.0
21289,5062279,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19185,-1901,1,0,1,0,Accountants,2.0,"[5062279, 5062280, 5062281]",0.0,0.0,0.0,0.0
21292,5062282,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8353,-1081,1,1,0,1,Core staff,2.0,"[5062282, 5062283, 5062284, 5062285, 5062286, 5062287]",0.0,0.0,0.0,0.0
21298,5062288,F,N,Y,1,45000.0,Working,Higher education,Married,House / apartment,-11119,-198,1,0,0,0,Core staff,3.0,[5062288],0.0,0.0,0.0,0.0
21299,5062290,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17795,-2450,1,0,0,1,Managers,2.0,"[5062290, 5062291, 5062292, 5062293, 5062294]",0.0,0.0,0.0,0.0
21304,5062295,F,N,Y,0,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,-20388,365243,1,0,0,0,Null,1.0,"[5062295, 5062296, 5062297]",0.0,0.0,0.0,0.0
21307,5062298,F,N,Y,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17835,-3273,1,0,0,0,Core staff,2.0,"[5062298, 5062299, 5062300, 5062301, 5062302, 5062303, 5062304]",0.0,0.0,0.0,0.0
21314,5062305,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,Null,2.0,"[5062305, 5062306, 5062307, 5062308, 5062309, 5062310, 5062311, 5062312, 5062313, 5062314, 5062315, 5062316]",1.0,1.0,1.0,1.0
21326,5062317,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16677,-9482,1,0,0,0,Core staff,1.0,"[5062317, 5062318, 5062319, 5062320, 5062321, 5062322, 5062323]",1.0,1.0,1.0,1.0
21333,5062326,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21121,365243,1,0,0,0,Null,2.0,"[5062326, 5062327]",0.0,1.0,1.0,1.0
21335,5062328,M,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-15915,-2908,1,0,0,0,Null,1.0,"[5062328, 5062329, 5062330, 5062331, 5062332]",0.0,0.0,0.0,0.0
21340,5062333,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,-9071,-958,1,0,0,0,Null,2.0,"[5062333, 5062334, 5062335]",1.0,1.0,1.0,1.0
21343,5062336,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15085,-4033,1,0,0,1,Null,3.0,"[5062336, 5062337, 5062338, 5062339]",0.0,0.0,1.0,1.0
21347,5062341,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8735,-198,1,0,0,1,Null,1.0,"[5062341, 5062342, 5062343]",1.0,1.0,1.0,1.0
21350,5062345,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21098,-5554,1,1,1,0,Drivers,2.0,"[5062345, 5062346, 5062347]",0.0,0.0,0.0,0.0
21353,5062348,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Widow,House / apartment,-17681,-4369,1,0,0,0,Medicine staff,1.0,"[5062348, 5062349, 5062350]",1.0,1.0,1.0,1.0
21356,5062351,F,Y,Y,1,351000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13284,-2450,1,0,0,0,Managers,3.0,[5062351],0.0,0.0,0.0,0.0
21357,5062353,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,-11768,-1324,1,0,1,0,Laborers,3.0,[5062353],1.0,1.0,1.0,1.0
21358,5062356,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,-20814,365243,1,0,0,0,Null,2.0,"[5062356, 5062358, 5062359, 5062362]",0.0,1.0,1.0,1.0
21362,5062363,F,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10564,-897,1,1,1,0,Core staff,2.0,"[5062363, 5062364, 5062365, 5062366, 5062367, 5062368, 5062369, 5062370, 5062371]",0.0,0.0,1.0,1.0
21371,5062374,F,N,Y,0,121500.0,State servant,Higher education,Widow,House / apartment,-19426,-1598,1,1,1,0,Accountants,1.0,"[5062374, 5062375]",0.0,0.0,0.0,0.0
21373,5062380,F,N,Y,2,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13788,-351,1,0,1,0,Null,4.0,"[5062380, 5062381, 5062382, 5062387, 5062388, 5062389, 5062390, 5062391, 5062392]",0.0,0.0,0.0,0.0
21382,5062394,M,N,Y,0,283500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-8494,-1171,1,0,0,0,Laborers,2.0,[5062394],0.0,0.0,0.0,0.0
21383,5062396,F,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-14547,-4550,1,1,1,0,Laborers,1.0,"[5062396, 5062397, 5062398, 5062399, 5062400]",0.0,0.0,0.0,0.0
21388,5062401,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10629,-2969,1,0,0,1,High skill tech staff,1.0,"[5062401, 5062402, 5062403, 5062404, 5062405, 5062406]",0.0,0.0,0.0,0.0
